year,election,office,district,party,candidate,county,votes,winner
1950,primary,U.S. House,2,REP,Kermit R. Mason,Preston,712,
1950,primary,U.S. House,2,REP,Kermit R. Mason,Randolph,312,
1950,primary,U.S. House,2,REP,Kermit R. Mason,Tucker,340,
1950,primary,U.S. House,2,REP,Kermit R. Mason,Webster,78,
1950,primary,U.S. House,2,REP,Melvin C. Snyder,Totals,11144,TRUE
1950,primary,U.S. House,2,REP,Melvin C. Snyder,Barbour,944,
1950,primary,U.S. House,2,REP,Melvin C. Snyder,Berkeley,870,
1950,primary,U.S. House,2,REP,Melvin C. Snyder,Grant,1041,
1950,primary,U.S. House,2,REP,Melvin C. Snyder,Hampshire,114,
1950,primary,U.S. House,2,REP,Melvin C. Snyder,Hardy,101,
1950,primary,U.S. House,2,REP,Melvin C. Snyder,Jefferson,195,
1950,primary,U.S. House,2,REP,Melvin C. Snyder,Mineral,990,
1950,primary,U.S. House,2,REP,Melvin C. Snyder,Monongalia,1371,
1950,primary,U.S. House,2,REP,Melvin C. Snyder,Morgan,625,
1950,primary,U.S. House,2,REP,Melvin C. Snyder,Pendleton,303,
1950,primary,U.S. House,2,REP,Melvin C. Snyder,Pocahontas,304,
1950,primary,U.S. House,2,REP,Melvin C. Snyder,Preston,2815,
1950,primary,U.S. House,2,REP,Melvin C. Snyder,Randolph,512,
1950,primary,U.S. House,2,REP,Melvin C. Snyder,Tucker,634,
1950,primary,U.S. House,2,REP,Melvin C. Snyder,Webster,325,
1950,primary,U.S. House,3,REP,Clifford D.,Totals,968,
1950,primary,U.S. House,3,REP,Clifford D.,Braxton,50,
1950,primary,U.S. House,3,REP,Clifford D.,Calhoun,26,
1950,primary,U.S. House,3,REP,Clifford D.,Clay,58,
1950,primary,U.S. House,3,REP,Clifford D.,Doddridge,31,
1950,primary,U.S. House,3,REP,Clifford D.,Fayette,61,
1950,primary,U.S. House,3,REP,Clifford D.,Gilmer,27,
1950,primary,U.S. House,3,REP,Clifford D.,Harrison,278,
1950,primary,U.S. House,3,REP,Clifford D.,Lewis,76,
1950,primary,U.S. House,3,REP,Clifford D.,Nicholas,40,
1950,primary,U.S. House,3,REP,Clifford D.,Ritchie,39,
1950,primary,U.S. House,3,REP,Clifford D.,Upshur,282,
1950,primary,U.S. House,3,REP,M.A. Holliday,Totals,343,
1950,primary,U.S. House,3,REP,M.A. Holliday,Braxton,11,
1950,primary,U.S. House,3,REP,M.A. Holliday,Calhoun,12,
1950,primary,U.S. House,3,REP,M.A. Holliday,Clay,31,
1950,primary,U.S. House,3,REP,M.A. Holliday,Doddridge,5,
1950,primary,U.S. House,3,REP,M.A. Holliday,Fayette,119,
1950,primary,U.S. House,3,REP,M.A. Holliday,Gilmer,17,
1950,primary,U.S. House,3,REP,M.A. Holliday,Harrison,69,
1950,primary,U.S. House,3,REP,M.A. Holliday,Lewis,14,
1950,primary,U.S. House,3,REP,M.A. Holliday,Nicholas,16,
1950,primary,U.S. House,3,REP,M.A. Holliday,Ritchie,26,
1950,primary,U.S. House,3,REP,M.A. Holliday,Upshur,23,
1950,primary,U.S. House,3,REP,Rush D. Holt,Totals,13966,TRUE
1950,primary,U.S. House,3,REP,Rush D. Holt,Braxton,748,
1950,primary,U.S. House,3,REP,Rush D. Holt,Calhoun,323,
1950,primary,U.S. House,3,REP,Rush D. Holt,Clay,469,
1950,primary,U.S. House,3,REP,Rush D. Holt,Doddridge,896,
1950,primary,U.S. House,3,REP,Rush D. Holt,Fayette,858,
1950,primary,U.S. House,3,REP,Rush D. Holt,Gilmer,464,
1950,primary,U.S. House,3,REP,Rush D. Holt,Harrison,4737,
1950,primary,U.S. House,3,REP,Rush D. Holt,Lewis,2263,
1950,primary,U.S. House,3,REP,Rush D. Holt,Nicholas,391,
1950,primary,U.S. House,3,REP,Rush D. Holt,Ritchie,1281,
1950,primary,U.S. House,3,REP,Rush D. Holt,Upshur,1536,
1950,primary,U.S. House,3,REP,Rufus C. Hurt,Totals,4940,
1950,primary,U.S. House,3,REP,Rufus C. Hurt,Braxton,160,
1950,primary,U.S. House,3,REP,Rufus C. Hurt,Calhoun,23,
1950,primary,U.S. House,3,REP,Rufus C. Hurt,Clay,285,
1950,primary,U.S. House,3,REP,Rufus C. Hurt,Doddridge,255,
1950,primary,U.S. House,3,REP,Rufus C. Hurt,Fayette,1326,
1950,primary,U.S. House,3,REP,Rufus C. Hurt,Gilmer,76,
1950,primary,U.S. House,3,REP,Rufus C. Hurt,Harrison,1172,
1950,primary,U.S. House,3,REP,Rufus C. Hurt,Lewis,345,
1950,primary,U.S. House,3,REP,Rufus C. Hurt,Nicholas,213,
1950,primary,U.S. House,3,REP,Rufus C. Hurt,Ritchie,223,
1950,primary,U.S. House,3,REP,Rufus C. Hurt,Upshur,862,
1950,primary,U.S. House,4,REP,Hubert S. Ellis,Totals,15022,TRUE
1950,primary,U.S. House,4,REP,Hubert S. Ellis,Cabell,5528,
1950,primary,U.S. House,4,REP,Hubert S. Ellis,Jackson,1446,
1950,primary,U.S. House,4,REP,Hubert S. Ellis,Lincoln,1427,
1950,primary,U.S. House,4,REP,Hubert S. Ellis,Mason,1285,
1950,primary,U.S. House,4,REP,Hubert S. Ellis,Pleasants,199,
1950,primary,U.S. House,4,REP,Hubert S. Ellis,Putnam,1183,
1950,primary,U.S. House,4,REP,Hubert S. Ellis,Roane,988,
1950,primary,U.S. House,4,REP,Hubert S. Ellis,Tyler,718,
1950,primary,U.S. House,4,REP,Hubert S. Ellis,Wayne,873,
1950,primary,U.S. House,4,REP,Hubert S. Ellis,Wirt,373,
1950,primary,U.S. House,4,REP,Hubert S. Ellis,Wood,1002,
1950,primary,U.S. House,4,REP,"J. Allen Overton, Jr.",Totals,12617,
1950,primary,U.S. House,4,REP,"J. Allen Overton, Jr.",Cabell,2111,
1950,primary,U.S. House,4,REP,"J. Allen Overton, Jr.",Jackson,1341,
1950,primary,U.S. House,4,REP,"J. Allen Overton, Jr.",Lincoln,198,
1950,primary,U.S. House,4,REP,"J. Allen Overton, Jr.",Mason,1242,
1950,primary,U.S. House,4,REP,"J. Allen Overton, Jr.",Pleasants,158,
1950,primary,U.S. House,4,REP,"J. Allen Overton, Jr.",Putnam,379,
1950,primary,U.S. House,4,REP,"J. Allen Overton, Jr.",Roane,803,
1950,primary,U.S. House,4,REP,"J. Allen Overton, Jr.",Tyler,882,
1950,primary,U.S. House,4,REP,"J. Allen Overton, Jr.",Wayne,211,
1950,primary,U.S. House,4,REP,"J. Allen Overton, Jr.",Wirt,318,
1950,primary,U.S. House,4,REP,"J. Allen Overton, Jr.",Wood,4974,
1950,primary,U.S. House,5,REP,James R. Davis,Totals,3399,
1950,primary,U.S. House,5,REP,James R. Davis,Greenbrier,322,
1950,primary,U.S. House,5,REP,James R. Davis,Mercer,499,
1950,primary,U.S. House,5,REP,James R. Davis,Mingo,1088,
1950,primary,U.S. House,5,REP,James R. Davis,Monroe,188,
1950,primary,U.S. House,5,REP,James R. Davis,McDowell,815,
1950,primary,U.S. House,5,REP,James R. Davis,Summers,141,
1950,primary,U.S. House,5,REP,James R. Davis,Wyoming,346,
1950,primary,U.S. House,5,REP,Arnold G. Porterfield,Totals,5679,TRUE
1950,primary,U.S. House,5,REP,Arnold G. Porterfield,Greenbrier,421,
1950,primary,U.S. House,5,REP,Arnold G. Porterfield,Mercer,2474,
1950,primary,U.S. House,5,REP,Arnold G. Porterfield,Mingo,187,
1950,primary,U.S. House,5,REP,Arnold G. Porterfield,Monroe,362,
1950,primary,U.S. House,5,REP,Arnold G. Porterfield,McDowell,1303,
1950,primary,U.S. House,5,REP,Arnold G. Porterfield,Summers,217,
1950,primary,U.S. House,5,REP,Arnold G. Porterfield,Wyoming,715,
1950,primary,U.S. House,6,REP,"Latelle M. LaFollette, Jr.",Totals,9566,TRUE
1950,primary,U.S. House,6,REP,"Latelle M. LaFollette, Jr.",Boone,415,
1950,primary,U.S. House,6,REP,"Latelle M. LaFollette, Jr.",Kanawha,6802,
1950,primary,U.S. House,6,REP,"Latelle M. LaFollette, Jr.",Logan,685,
1950,primary,U.S. House,6,REP,"Latelle M. LaFollette, Jr.",Raleigh,1664,
1950,primary,U.S. House,6,REP,"Sam Lawrence, Jr.",Totals,5179,
1950,primary,U.S. House,6,REP,"Sam Lawrence, Jr.",Boone,282,
1950,primary,U.S. House,6,REP,"Sam Lawrence, Jr.",Kanawha,2896,
1950,primary,U.S. House,6,REP,"Sam Lawrence, Jr.",Logan,591,
1950,primary,U.S. House,6,REP,"Sam Lawrence, Jr.",Raleigh,1410,
