county,precinct,office,district,candidate,party,votes,,
Randolph,PRECINCT: 28 City of Elkins,President,,Barack Obama,DEM,146,,
Randolph,PRECINCT: 28A City of Elkins,President,,Barack Obama,DEM,87,,
Randolph,PRECINCT: 30 City of Elkins,President,,Barack Obama,DEM,218,,
Randolph,PRECINCT: 31 City of Elkins,President,,Barack Obama,DEM,109,,
Randolph,PRECINCT: 75 City of Elkins,President,,Barack Obama,DEM,48,,
Randolph,PRECINCT: 80 City of Elkins,President,,Barack Obama,DEM,138,,
Randolph,PRECINCT: 85 City of Elkins,President,,Barack Obama,DEM,298,,
Randolph,PRECINCT: 150 Town of Coalton,President,,Barack Obama,DEM,378,,
Randolph,PRECINCT: 155 City of Elkins,President,,Barack Obama,DEM,341,,
Randolph,PRECINCT: 160 City of Elkins,President,,Barack Obama,DEM,106,,
Randolph,PRECINCT: 165 City of Elkins,President,,Barack Obama,DEM,213,,
Randolph,PRECINCT: 170 Gilman Nazarene Youth Center,President,,Barack Obama,DEM,179,,
Randolph,PRECINCT: 180 City of Elkins,President,,Barack Obama,DEM,90,,
Randolph,PRECINCT: 185 Town of Harman,President,,Barack Obama,DEM,101,,
Randolph,PRECINCT: 190 Whitmer Fired,President,,Barack Obama,DEM,33,,
Randolph,PRECINCT: 200 Town of Beverly,President,,Barack Obama,DEM,172,,
Randolph,PRECINCT: 202 Town of Beverly,President,,Barack Obama,DEM,93,,
Randolph,PRECINCT: 205 Homestead School,President,,Barack Obama,DEM,408,,
Randolph,PRECINCT: 210 Town of Huttonsville,President,,Barack Obama,DEM,150,,
Randolph,PRECINCT: 215 Valley Head School,President,,Barack Obama,DEM,158,,
Randolph,PRECINCT: 220 Pickens School,President,,Barack Obama,DEM,31,,
Randolph,PRECINCT: 225 Town of Mill Creek,President,,Barack Obama,DEM,111,,
Randolph,PRECINCT: 227 Town of Mill Creek,President,,Barack Obama,DEM,105,,
Randolph,,President,,Barack Obama,DEM,4539,,
Randolph,PRECINCT: 23 City of Elkins,President,,John McCain,REP,330,,
Randolph,PRECINCT: 24 City of Elkins,President,,John McCain,REP,165,,
Randolph,PRECINCT: 25 City of Elkins,President,,John McCain,REP,155,,
Randolph,PRECINCT: 27 City of Elkins,President,,John McCain,REP,189,,
Randolph,PRECINCT: 28 City of Elkins,President,,John McCain,REP,206,,
Randolph,PRECINCT: 28A City of Elkins,President,,John McCain,REP,122,,
Randolph,PRECINCT: 30 City of Elkins,President,,John McCain,REP,163,,
Randolph,PRECINCT: 31 City of Elkins,President,,John McCain,REP,94,,
Randolph,PRECINCT: 75 City of Elkins,President,,John McCain,REP,39,,
Randolph,PRECINCT: 80 City of Elkins,President,,John McCain,REP,211,,
Randolph,PRECINCT: 85 City of Elkins,President,,John McCain,REP,443,,
Randolph,PRECINCT: 150 Town of Coalton,President,,John McCain,REP,404,,
Randolph,PRECINCT: 155 City of Elkins,President,,John McCain,REP,533,,
Randolph,PRECINCT: 160 City of Elkins,President,,John McCain,REP,143,,
Randolph,PRECINCT: 165 City of Elkins,President,,John McCain,REP,381,,
Randolph,PRECINCT: 170 Gilman Nazarene Youth Center,President,,John McCain,REP,307,,
Randolph,PRECINCT: 180 City of Elkins,President,,John McCain,REP,194,,
Randolph,PRECINCT: 185 Town of Harman,President,,John McCain,REP,235,,
Randolph,PRECINCT: 190 Whitmer Fired,President,,John McCain,REP,40,,
Randolph,PRECINCT: 200 Town of Beverly,President,,John McCain,REP,309,,
Randolph,PRECINCT: 202 Town of Beverly,President,,John McCain,REP,140,,
Randolph,PRECINCT: 205 Homestead School,President,,John McCain,REP,601,,
Randolph,PRECINCT: 210 Town of Huttonsville,President,,John McCain,REP,157,,
Randolph,PRECINCT: 215 Valley Head School,President,,John McCain,REP,133,,
Randolph,PRECINCT: 220 Pickens School,President,,John McCain,REP,100,,
Randolph,PRECINCT: 225 Town of Mill Creek,President,,John McCain,REP,146,,
Randolph,PRECINCT: 227 Town of Mill Creek,President,,John McCain,REP,120,,
Randolph,,President,,John McCain,REP,6060,,
Randolph,PRECINCT: 23 City of Elkins,President,,Cynthia McKinney,MTN,3,,
Randolph,PRECINCT: 24 City of Elkins,President,,Cynthia McKinney,MTN,2,,
Randolph,PRECINCT: 25 City of Elkins,President,,Cynthia McKinney,MTN,2,,
Randolph,PRECINCT: 27 City of Elkins,President,,Cynthia McKinney,MTN,0,,
Randolph,PRECINCT: 28 City of Elkins,President,,Cynthia McKinney,MTN,1,,
Randolph,PRECINCT: 28A City of Elkins,President,,Cynthia McKinney,MTN,1,,
Randolph,PRECINCT: 30 City of Elkins,President,,Cynthia McKinney,MTN,2,,
Randolph,PRECINCT: 31 City of Elkins,President,,Cynthia McKinney,MTN,1,,
Randolph,PRECINCT: 75 City of Elkins,President,,Cynthia McKinney,MTN,0,,
Randolph,PRECINCT: 80 City of Elkins,President,,Cynthia McKinney,MTN,3,,
Randolph,PRECINCT: 85 City of Elkins,President,,Cynthia McKinney,MTN,3,,
Randolph,PRECINCT: 150 Town of Coalton,President,,Cynthia McKinney,MTN,3,,
Randolph,PRECINCT: 155 City of Elkins,President,,Cynthia McKinney,MTN,2,,
Randolph,PRECINCT: 160 City of Elkins,President,,Cynthia McKinney,MTN,1,,
Randolph,PRECINCT: 165 City of Elkins,President,,Cynthia McKinney,MTN,4,,
Randolph,PRECINCT: 170 Gilman Nazarene Youth Center,President,,Cynthia McKinney,MTN,1,,
Randolph,PRECINCT: 180 City of Elkins,President,,Cynthia McKinney,MTN,2,,
Randolph,PRECINCT: 185 Town of Harman,President,,Cynthia McKinney,MTN,0,,
Randolph,PRECINCT: 190 Whitmer Fired,President,,Cynthia McKinney,MTN,0,,
Randolph,PRECINCT: 200 Town of Beverly,President,,Cynthia McKinney,MTN,2,,
Randolph,PRECINCT: 202 Town of Beverly,President,,Cynthia McKinney,MTN,2,,
Randolph,PRECINCT: 205 Homestead School,President,,Cynthia McKinney,MTN,6,,
Randolph,PRECINCT: 210 Town of Huttonsville,President,,Cynthia McKinney,MTN,1,,
Randolph,PRECINCT: 215 Valley Head School,President,,Cynthia McKinney,MTN,2,,
Randolph,PRECINCT: 220 Pickens School,President,,Cynthia McKinney,MTN,1,,
Randolph,PRECINCT: 225 Town of Mill Creek,President,,Cynthia McKinney,MTN,3,,
Randolph,PRECINCT: 227 Town of Mill Creek,President,,Cynthia McKinney,MTN,1,,
Randolph,,President,,Cynthia McKinney,MTN,49,,
Randolph,PRECINCT: 23 City of Elkins,President,,Ralph Nader,IND,3,,
Randolph,PRECINCT: 24 City of Elkins,President,,Ralph Nader,IND,5,,
Randolph,PRECINCT: 25 City of Elkins,President,,Ralph Nader,IND,3,,
Randolph,PRECINCT: 27 City of Elkins,President,,Ralph Nader,IND,2,,
Randolph,PRECINCT: 28 City of Elkins,President,,Ralph Nader,IND,6,,
Randolph,PRECINCT: 28A City of Elkins,President,,Ralph Nader,IND,2,,
Randolph,PRECINCT: 30 City of Elkins,President,,Ralph Nader,IND,7,,
Randolph,PRECINCT: 31 City of Elkins,President,,Ralph Nader,IND,0,,
Randolph,PRECINCT: 75 City of Elkins,President,,Ralph Nader,IND,2,,
Randolph,PRECINCT: 80 City of Elkins,President,,Ralph Nader,IND,8,,
Randolph,PRECINCT: 85 City of Elkins,President,,Ralph Nader,IND,12,,
Randolph,PRECINCT: 150 Town of Coalton,President,,Ralph Nader,IND,13,,
Randolph,PRECINCT: 155 City of Elkins,President,,Ralph Nader,IND,6,,
Randolph,PRECINCT: 160 City of Elkins,President,,Ralph Nader,IND,2,,
Randolph,PRECINCT: 165 City of Elkins,President,,Ralph Nader,IND,9,,
Randolph,PRECINCT: 170 Gilman Nazarene Youth Center,President,,Ralph Nader,IND,6,,
Randolph,PRECINCT: 180 City of Elkins,President,,Ralph Nader,IND,1,,
Randolph,PRECINCT: 185 Town of Harman,President,,Ralph Nader,IND,4,,
Randolph,PRECINCT: 190 Whitmer Fired,President,,Ralph Nader,IND,2,,
Randolph,PRECINCT: 200 Town of Beverly,President,,Ralph Nader,IND,4,,
Randolph,PRECINCT: 202 Town of Beverly,President,,Ralph Nader,IND,1,,
Randolph,PRECINCT: 205 Homestead School,President,,Ralph Nader,IND,12,,
Randolph,PRECINCT: 210 Town of Huttonsville,President,,Ralph Nader,IND,6,,
Randolph,PRECINCT: 215 Valley Head School,President,,Ralph Nader,IND,5,,
Randolph,PRECINCT: 220 Pickens School,President,,Ralph Nader,IND,3,,
Randolph,PRECINCT: 225 Town of Mill Creek,President,,Ralph Nader,IND,3,,
Randolph,PRECINCT: 227 Town of Mill Creek,President,,Ralph Nader,IND,3,,
Randolph,,President,,Ralph Nader,IND,130,,
Randolph,PRECINCT: 23 City of Elkins,President,,Chuck Baldwin,CON,0,,
Randolph,PRECINCT: 24 City of Elkins,President,,Chuck Baldwin,CON,2,,
Randolph,PRECINCT: 25 City of Elkins,President,,Chuck Baldwin,CON,1,,
Randolph,PRECINCT: 27 City of Elkins,President,,Chuck Baldwin,CON,0,,
Randolph,PRECINCT: 28 City of Elkins,President,,Chuck Baldwin,CON,0,,
Randolph,PRECINCT: 28A City of Elkins,President,,Chuck Baldwin,CON,2,,
Randolph,PRECINCT: 30 City of Elkins,President,,Chuck Baldwin,CON,0,,
Randolph,PRECINCT: 31 City of Elkins,President,,Chuck Baldwin,CON,1,,
Randolph,PRECINCT: 75 City of Elkins,President,,Chuck Baldwin,CON,0,,
Randolph,PRECINCT: 80 City of Elkins,President,,Chuck Baldwin,CON,3,,
Randolph,PRECINCT: 85 City of Elkins,President,,Chuck Baldwin,CON,1,,
Randolph,PRECINCT: 150 Town of Coalton,President,,Chuck Baldwin,CON,6,,
Randolph,PRECINCT: 155 City of Elkins,President,,Chuck Baldwin,CON,2,,
Randolph,PRECINCT: 160 City of Elkins,President,,Chuck Baldwin,CON,2,,
Randolph,PRECINCT: 165 City of Elkins,President,,Chuck Baldwin,CON,3,,
Randolph,PRECINCT: 170 Gilman Nazarene Youth Center,President,,Chuck Baldwin,CON,3,,
Randolph,PRECINCT: 180 City of Elkins,President,,Chuck Baldwin,CON,1,,
Randolph,PRECINCT: 185 Town of Harman,President,,Chuck Baldwin,CON,3,,
Randolph,PRECINCT: 190 Whitmer Fired,President,,Chuck Baldwin,CON,0,,
Randolph,PRECINCT: 200 Town of Beverly,President,,Chuck Baldwin,CON,0,,
Randolph,PRECINCT: 202 Town of Beverly,President,,Chuck Baldwin,CON,0,,
Randolph,PRECINCT: 205 Homestead School,President,,Chuck Baldwin,CON,7,,
Randolph,PRECINCT: 210 Town of Huttonsville,President,,Chuck Baldwin,CON,6,,
Randolph,PRECINCT: 215 Valley Head School,President,,Chuck Baldwin,CON,2,,
Randolph,PRECINCT: 220 Pickens School,President,,Chuck Baldwin,CON,4,,
Randolph,PRECINCT: 225 Town of Mill Creek,President,,Chuck Baldwin,CON,3,,
Randolph,PRECINCT: 227 Town of Mill Creek,President,,Chuck Baldwin,CON,1,,
Randolph,,President,,Chuck Baldwin,CON,53,,
Randolph,PRECINCT: 23 City of Elkins,President,,Write-ins,,1,,
Randolph,PRECINCT: 24 City of Elkins,President,,Write-ins,,3,,
Randolph,PRECINCT: 25 City of Elkins,President,,Write-ins,,2,,
Randolph,PRECINCT: 27 City of Elkins,President,,Write-ins,,3,,
Randolph,PRECINCT: 28 City of Elkins,President,,Write-ins,,0,,
Randolph,PRECINCT: 28A City of Elkins,President,,Write-ins,,1,,
Randolph,PRECINCT: 30 City of Elkins,President,,Write-ins,,1,,
Randolph,PRECINCT: 31 City of Elkins,President,,Write-ins,,0,,
Randolph,PRECINCT: 75 City of Elkins,President,,Write-ins,,0,,
Randolph,PRECINCT: 80 City of Elkins,President,,Write-ins,,3,,
Randolph,PRECINCT: 85 City of Elkins,President,,Write-ins,,3,,
Randolph,PRECINCT: 150 Town of Coalton,President,,Write-ins,,3,,
Randolph,PRECINCT: 155 City of Elkins,President,,Write-ins,,4,,
Randolph,PRECINCT: 160 City of Elkins,President,,Write-ins,,1,,
Randolph,PRECINCT: 165 City of Elkins,President,,Write-ins,,1,,
Randolph,PRECINCT: 170 Gilman Nazarene Youth Center,President,,Write-ins,,1,,
Randolph,PRECINCT: 180 City of Elkins,President,,Write-ins,,0,,
Randolph,PRECINCT: 185 Town of Harman,President,,Write-ins,,0,,
Randolph,PRECINCT: 190 Whitmer Fired,President,,Write-ins,,1,,
Randolph,PRECINCT: 200 Town of Beverly,President,,Write-ins,,3,,
Randolph,PRECINCT: 202 Town of Beverly,President,,Write-ins,,1,,
Randolph,PRECINCT: 205 Homestead School,President,,Write-ins,,8,,
Randolph,PRECINCT: 210 Town of Huttonsville,President,,Write-ins,,0,,
Randolph,PRECINCT: 215 Valley Head School,President,,Write-ins,,0,,
Randolph,PRECINCT: 220 Pickens School,President,,Write-ins,,0,,
Randolph,PRECINCT: 225 Town of Mill Creek,President,,Write-ins,,1,,
Randolph,PRECINCT: 227 Town of Mill Creek,President,,Write-ins,,2,,
Randolph,,President,,Write-ins,,43,,
Randolph,PRECINCT: 23 City of Elkins,U.S. Senate,,Jay Rockefeller,DEM,383,,
Randolph,PRECINCT: 24 City of Elkins,U.S. Senate,,Jay Rockefeller,DEM,252,,
Randolph,PRECINCT: 25 City of Elkins,U.S. Senate,,Jay Rockefeller,DEM,316,,
Randolph,PRECINCT: 27 City of Elkins,U.S. Senate,,Jay Rockefeller,DEM,221,,
Randolph,PRECINCT: 28 City of Elkins,U.S. Senate,,Jay Rockefeller,DEM,245,,
Randolph,PRECINCT: 28A City of Elkins,U.S. Senate,,Jay Rockefeller,DEM,145,,
Randolph,PRECINCT: 30 City of Elkins,U.S. Senate,,Jay Rockefeller,DEM,294,,
Randolph,PRECINCT: 31 City of Elkins,U.S. Senate,,Jay Rockefeller,DEM,155,,
Randolph,PRECINCT: 75 City of Elkins,U.S. Senate,,Jay Rockefeller,DEM,62,,
Randolph,PRECINCT: 80 City of Elkins,U.S. Senate,,Jay Rockefeller,DEM,243,,
Randolph,PRECINCT: 85 City of Elkins,U.S. Senate,,Jay Rockefeller,DEM,485,,
Randolph,PRECINCT: 150 Town of Coalton,U.S. Senate,,Jay Rockefeller,DEM,570,,
Randolph,PRECINCT: 155 City of Elkins,U.S. Senate,,Jay Rockefeller,DEM,551,,
Randolph,PRECINCT: 160 City of Elkins,U.S. Senate,,Jay Rockefeller,DEM,178,,
Randolph,PRECINCT: 165 City of Elkins,U.S. Senate,,Jay Rockefeller,DEM,361,,
Randolph,PRECINCT: 170 Gilman Nazarene Youth Center,U.S. Senate,,Jay Rockefeller,DEM,319,,
Randolph,PRECINCT: 180 City of Elkins,U.S. Senate,,Jay Rockefeller,DEM,159,,
Randolph,PRECINCT: 185 Town of Harman,U.S. Senate,,Jay Rockefeller,DEM,174,,
Randolph,PRECINCT: 190 Whitmer Fired,U.S. Senate,,Jay Rockefeller,DEM,54,,
Randolph,PRECINCT: 200 Town of Beverly,U.S. Senate,,Jay Rockefeller,DEM,302,,
Randolph,PRECINCT: 202 Town of Beverly,U.S. Senate,,Jay Rockefeller,DEM,154,,
Randolph,PRECINCT: 205 Homestead School,U.S. Senate,,Jay Rockefeller,DEM,690,,
Randolph,PRECINCT: 210 Town of Huttonsville,U.S. Senate,,Jay Rockefeller,DEM,218,,
Randolph,PRECINCT: 215 Valley Head School,U.S. Senate,,Jay Rockefeller,DEM,230,,
Randolph,PRECINCT: 220 Pickens School,U.S. Senate,,Jay Rockefeller,DEM,80,,
Randolph,PRECINCT: 225 Town of Mill Creek,U.S. Senate,,Jay Rockefeller,DEM,175,,
Randolph,PRECINCT: 227 Town of Mill Creek,U.S. Senate,,Jay Rockefeller,DEM,164,,
Randolph,,U.S. Senate,,Jay Rockefeller,DEM,7180,,
Randolph,PRECINCT: 23 City of Elkins,U.S. Senate,,Jay Wolfe,REP,183,,
Randolph,PRECINCT: 24 City of Elkins,U.S. Senate,,Jay Wolfe,REP,91,,
Randolph,PRECINCT: 25 City of Elkins,U.S. Senate,,Jay Wolfe,REP,103,,
Randolph,PRECINCT: 27 City of Elkins,U.S. Senate,,Jay Wolfe,REP,108,,
Randolph,PRECINCT: 28 City of Elkins,U.S. Senate,,Jay Wolfe,REP,104,,
Randolph,PRECINCT: 28A City of Elkins,U.S. Senate,,Jay Wolfe,REP,64,,
Randolph,PRECINCT: 30 City of Elkins,U.S. Senate,,Jay Wolfe,REP,92,,
Randolph,PRECINCT: 31 City of Elkins,U.S. Senate,,Jay Wolfe,REP,50,,
Randolph,PRECINCT: 75 City of Elkins,U.S. Senate,,Jay Wolfe,REP,30,,
Randolph,PRECINCT: 80 City of Elkins,U.S. Senate,,Jay Wolfe,REP,115,,
Randolph,PRECINCT: 85 City of Elkins,U.S. Senate,,Jay Wolfe,REP,256,,
Randolph,PRECINCT: 150 Town of Coalton,U.S. Senate,,Jay Wolfe,REP,222,,
Randolph,PRECINCT: 155 City of Elkins,U.S. Senate,,Jay Wolfe,REP,326,,
Randolph,PRECINCT: 160 City of Elkins,U.S. Senate,,Jay Wolfe,REP,74,,
Randolph,PRECINCT: 165 City of Elkins,U.S. Senate,,Jay Wolfe,REP,247,,
Randolph,PRECINCT: 170 Gilman Nazarene Youth Center,U.S. Senate,,Jay Wolfe,REP,171,,
Randolph,PRECINCT: 180 City of Elkins,U.S. Senate,,Jay Wolfe,REP,120,,
Randolph,PRECINCT: 185 Town of Harman,U.S. Senate,,Jay Wolfe,REP,164,,
Randolph,PRECINCT: 190 Whitmer Fired,U.S. Senate,,Jay Wolfe,REP,23,,
Randolph,PRECINCT: 200 Town of Beverly,U.S. Senate,,Jay Wolfe,REP,175,,
Randolph,PRECINCT: 202 Town of Beverly,U.S. Senate,,Jay Wolfe,REP,74,,
Randolph,PRECINCT: 205 Homestead School,U.S. Senate,,Jay Wolfe,REP,340,,
Randolph,PRECINCT: 210 Town of Huttonsville,U.S. Senate,,Jay Wolfe,REP,95,,
Randolph,PRECINCT: 215 Valley Head School,U.S. Senate,,Jay Wolfe,REP,66,,
Randolph,PRECINCT: 220 Pickens School,U.S. Senate,,Jay Wolfe,REP,54,,
Randolph,PRECINCT: 225 Town of Mill Creek,U.S. Senate,,Jay Wolfe,REP,86,,
Randolph,PRECINCT: 227 Town of Mill Creek,U.S. Senate,,Jay Wolfe,REP,60,,
Randolph,,U.S. Senate,,Jay Wolfe,REP,3493,,
Randolph,PRECINCT: 23 City of Elkins,U.S. House,2,Shelley Capito,REP,366,,
Randolph,PRECINCT: 24 City of Elkins,U.S. House,2,Shelley Capito,REP,205,,
Randolph,PRECINCT: 25 City of Elkins,U.S. House,2,Shelley Capito,REP,192,,
Randolph,PRECINCT: 27 City of Elkins,U.S. House,2,Shelley Capito,REP,212,,
Randolph,PRECINCT: 28 City of Elkins,U.S. House,2,Shelley Capito,REP,226,,
Randolph,PRECINCT: 28A City of Elkins,U.S. House,2,Shelley Capito,REP,162,,
Randolph,PRECINCT: 30 City of Elkins,U.S. House,2,Shelley Capito,REP,209,,
Randolph,PRECINCT: 31 City of Elkins,U.S. House,2,Shelley Capito,REP,103,,
Randolph,PRECINCT: 75 City of Elkins,U.S. House,2,Shelley Capito,REP,50,,
Randolph,PRECINCT: 80 City of Elkins,U.S. House,2,Shelley Capito,REP,217,,
Randolph,PRECINCT: 85 City of Elkins,U.S. House,2,Shelley Capito,REP,512,,
Randolph,PRECINCT: 150 Town of Coalton,U.S. House,2,Shelley Capito,REP,451,,
Randolph,PRECINCT: 155 City of Elkins,U.S. House,2,Shelley Capito,REP,594,,
Randolph,PRECINCT: 160 City of Elkins,U.S. House,2,Shelley Capito,REP,170,,
Randolph,PRECINCT: 165 City of Elkins,U.S. House,2,Shelley Capito,REP,412,,
Randolph,PRECINCT: 170 Gilman Nazarene Youth Center,U.S. House,2,Shelley Capito,REP,338,,
Randolph,PRECINCT: 180 City of Elkins,U.S. House,2,Shelley Capito,REP,192,,
Randolph,PRECINCT: 185 Town of Harman,U.S. House,2,Shelley Capito,REP,230,,
Randolph,PRECINCT: 190 Whitmer Fired,U.S. House,2,Shelley Capito,REP,42,,
Randolph,PRECINCT: 200 Town of Beverly,U.S. House,2,Shelley Capito,REP,312,,
Randolph,PRECINCT: 202 Town of Beverly,U.S. House,2,Shelley Capito,REP,141,,
Randolph,PRECINCT: 205 Homestead School,U.S. House,2,Shelley Capito,REP,640,,
Randolph,PRECINCT: 210 Town of Huttonsville,U.S. House,2,Shelley Capito,REP,175,,
Randolph,PRECINCT: 215 Valley Head School,U.S. House,2,Shelley Capito,REP,163,,
Randolph,PRECINCT: 220 Pickens School,U.S. House,2,Shelley Capito,REP,99,,
Randolph,PRECINCT: 225 Town of Mill Creek,U.S. House,2,Shelley Capito,REP,159,,
Randolph,PRECINCT: 227 Town of Mill Creek,U.S. House,2,Shelley Capito,REP,127,,
Randolph,,U.S. House,2,Shelley Capito,REP,6699,,
Randolph,PRECINCT: 23 City of Elkins,U.S. House,2,Ann Barth,DEM,202,,
Randolph,PRECINCT: 24 City of Elkins,U.S. House,2,Ann Barth,DEM,141,,
Randolph,PRECINCT: 25 City of Elkins,U.S. House,2,Ann Barth,DEM,234,,
Randolph,PRECINCT: 27 City of Elkins,U.S. House,2,Ann Barth,DEM,124,,
Randolph,PRECINCT: 28 City of Elkins,U.S. House,2,Ann Barth,DEM,127,,
Randolph,PRECINCT: 28A City of Elkins,U.S. House,2,Ann Barth,DEM,50,,
Randolph,PRECINCT: 30 City of Elkins,U.S. House,2,Ann Barth,DEM,179,,
Randolph,PRECINCT: 31 City of Elkins,U.S. House,2,Ann Barth,DEM,99,,
Randolph,PRECINCT: 75 City of Elkins,U.S. House,2,Ann Barth,DEM,39,,
Randolph,PRECINCT: 80 City of Elkins,U.S. House,2,Ann Barth,DEM,137,,
Randolph,PRECINCT: 85 City of Elkins,U.S. House,2,Ann Barth,DEM,243,,
Randolph,PRECINCT: 150 Town of Coalton,U.S. House,2,Ann Barth,DEM,348,,
Randolph,PRECINCT: 155 City of Elkins,U.S. House,2,Ann Barth,DEM,282,,
Randolph,PRECINCT: 160 City of Elkins,U.S. House,2,Ann Barth,DEM,87,,
Randolph,PRECINCT: 165 City of Elkins,U.S. House,2,Ann Barth,DEM,204,,
Randolph,PRECINCT: 170 Gilman Nazarene Youth Center,U.S. House,2,Ann Barth,DEM,151,,
Randolph,PRECINCT: 180 City of Elkins,U.S. House,2,Ann Barth,DEM,92,,
Randolph,PRECINCT: 185 Town of Harman,U.S. House,2,Ann Barth,DEM,105,,
Randolph,PRECINCT: 190 Whitmer Fired,U.S. House,2,Ann Barth,DEM,35,,
Randolph,PRECINCT: 200 Town of Beverly,U.S. House,2,Ann Barth,DEM,170,,
Randolph,PRECINCT: 202 Town of Beverly,U.S. House,2,Ann Barth,DEM,96,,
Randolph,PRECINCT: 205 Homestead School,U.S. House,2,Ann Barth,DEM,390,,
Randolph,PRECINCT: 210 Town of Huttonsville,U.S. House,2,Ann Barth,DEM,136,,
Randolph,PRECINCT: 215 Valley Head School,U.S. House,2,Ann Barth,DEM,137,,
Randolph,PRECINCT: 220 Pickens School,U.S. House,2,Ann Barth,DEM,37,,
Randolph,PRECINCT: 225 Town of Mill Creek,U.S. House,2,Ann Barth,DEM,102,,
